Date,Stage,Match,Team,Players,Pick,Role Pick,Ban,Role Ban,Spell,Emblem,Talent 1,Talent 2,Talent 3,Time,K,D,A,Gold,Level,Win,Tower,Lord ,Turtle,"Buff 
Merah","Buff
 Biru"
3/23/2024,Regular Season,2,Alter Ego,Cr1te,Vexana,Mage,Angela,Support,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,17:58,0,3,3,8573,15,Lose,2,0,1,5,5
3/23/2024,Regular Season,2,Alter Ego,Rasy,Grock,Tank/Fighter,Mathilda,Support/Assassin,Flicker,Common,Agility,Wilderness Blessing.,Quantum Charge,17:58,1,3,3,7936,15,Lose,2,0,1,5,5
3/23/2024,Regular Season,2,Alter Ego,Nino,Natan,Marksman,Valentina,Mage,Purify,Mage,Thrill,Bargain Hunter,Weakness Finder,17:58,1,3,2,13366,15,Lose,2,0,1,5,5
3/23/2024,Regular Season,2,Geek Fam ID,Luke,X.Borg,Fighter,Nolan,Assassin,Flicker,Tank,Vitality,Festival of Blood,Impure Rage,17:58,4,0,9,12338,15,Win,9,3,2,12,14
3/23/2024,Regular Season,2,Geek Fam ID,Hazle,Fredrinn,Fighter/Tank,Joy,Assassin,Retribution,Tank,Inspire,Seasoned Hunter,Concussive Blast,17:58,2,1,10,11313,15,Win,9,3,2,12,14
3/23/2024,Regular Season,2,Geek Fam ID,Aboy,Valentina,Mage,Bruno,Marksman,Flicker,Mage,Inspire,Wilderness Blessing.,Quantum Charge,17:58,4,1,7,11271,15,Win,9,3,2,12,14
3/23/2024,Regular Season,2,Geek Fam ID,Baloyskie,Minotaur,Tank/Support,Karrie,Marksman,Flicker,Tank,Firmness,Tenacity,Concussive Blast,17:58,2,1,8,9323,15,Win,9,3,2,12,14
3/23/2024,Regular Season,2,Geek Fam ID,Caderaa,Claude,Marksman,Brody,Marksman,Purify,Common,Swift,Master Assassin,Quantum Charge,17:58,5,1,7,14158,15,Win,9,3,2,12,14
3/23/2024,Regular Season,3,Geek Fam ID,Luke,Lapu-Lapu,Fighter,Cici,Fighter,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,15:09,0,2,2,8415,14,Win,9,2,2,5,7
3/23/2024,Regular Season,3,Geek Fam ID,Hazle,Fredrinn,Fighter/Tank,Paquito,Fighter/Assassin,Retribution,Tank,Inspire,Seasoned Hunter,Concussive Blast,15:09,1,3,6,8512,15,Win,9,2,2,5,7
3/23/2024,Regular Season,3,Geek Fam ID,Aboy,Vexana,Mage,Claude,Marksman,Flicker,Mage,Agility,Wilderness Blessing.,Impure Rage,15:09,4,2,4,10179,15,Win,9,2,2,5,7
3/23/2024,Regular Season,3,Geek Fam ID,Baloyskie,Minotaur,Tank/Support,Nolan,Assassin,Flicker,Tank,Firmness,Pull Yourself Together,Concussive Blast,15:09,0,4,9,7547,14,Win,9,2,2,5,7
3/23/2024,Regular Season,3,Geek Fam ID,Caderaa,Brody,Marksman,Mathilda,Support/Assassin,Flicker,Assassin,Rupture,Master Assassin,Quantum Charge,15:09,4,1,4,10955,15,Win,9,2,2,5,7
3/23/2024,Regular Season,3,Alter Ego,Pai,Terizla,Fighter,Joy,Assassin,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,15:09,4,2,4,7845,13,Lose,4,0,1,6,7
3/23/2024,Regular Season,3,Alter Ego,Tazz,Baxia,Tank,Angela,Support,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,15:09,1,2,8,8187,15,Lose,4,0,1,6,7
3/23/2024,Regular Season,3,Alter Ego,Cr1te,Novaria,Mage,Bruno,Marksman,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,15:09,2,1,8,7759,13,Lose,4,0,1,6,7
3/23/2024,Regular Season,3,Alter Ego,Rasy,Arlott,Fighter/Assassin,X.Borg,Fighter,Flicker,Common,Rupture,Wilderness Blessing.,Quantum Charge,15:09,3,4,9,7115,13,Lose,4,0,1,6,7
3/23/2024,Regular Season,3,Alter Ego,Nino,Karrie,Marksman,Selena,Assassin/Mage,Purify,Fighter,Firmness,Festival of Blood,Brave Smite,15:09,2,0,3,10972,15,Lose,4,0,1,6,7
3/24/2024,Regular Season,1,"ONIC",Butsss,Paquito,Fighter/Assassin,Vexana,Mage,Flicker,Mage,Rupture,Festival of Blood,Quantum Charge,14:38,1,4,1,7507,13,Lose,0,0,0,6,5
3/24/2024,Regular Season,1,"ONIC",Kairi,Barats,Tank/Fighter,Arlott,Fighter/Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,14:38,0,4,2,7772,14,Lose,0,0,0,6,5
3/24/2024,Regular Season,1,"ONIC",Sanz,Angela,Support,Baxia,Tank,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,14:38,1,0,3,7533,13,Lose,0,0,0,6,5
3/24/2024,Regular Season,1,"ONIC",Kiboy,Ruby,Fighter/Tank,Faramis,Support/Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,14:38,0,4,2,5827,12,Lose,0,0,0,6,5
3/24/2024,Regular Season,1,"ONIC",CW,Claude,Marksman,Novaria,Mage,Sprint,Common,Swift,Tenacity,Quantum Charge,14:38,2,3,2,10697,15,Lose,0,0,0,6,5
3/24/2024,Regular Season,1,Rebellion Esports,Karss,Lapu-Lapu,Fighter,Nolan,Assassin,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,14:38,2,1,8,10938,15,Win,9,2,3,6,7
3/24/2024,Regular Season,1,Rebellion Esports,Vincentt,Fredrinn,Fighter/Tank,Joy,Assassin,Retribution,Tank,Inspire,Seasoned Hunter,Concussive Blast,14:38,6,1,7,10024,15,Win,9,2,3,6,7
3/24/2024,Regular Season,1,Rebellion Esports,SwayLow,Luo Yi,Mage,Mathilda,Support/Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,14:38,4,0,10,9469,15,Win,9,2,3,6,7
3/24/2024,Regular Season,1,Rebellion Esports,AudyTzy,Kaja,Support/Fighter,Tigreal,Tank,Flicker,Tank,Firmness,Wilderness Blessing.,Quantum Charge,14:38,1,1,11,8084,15,Win,9,2,3,6,7
3/24/2024,Regular Season,1,Rebellion Esports,Deee,Karrie,Marksman,Akai,Tank,Purify,Mage,Agility,Tenacity,Brave Smite,14:38,2,1,6,11273,15,Win,9,2,3,6,7
3/24/2024,Regular Season,2,"ONIC",Butsss,Yu Zhong,Fighter,Novaria,Mage,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,14:23,3,1,8,9480,15,Win,9,2,0,9,9
3/24/2024,Regular Season,2,"ONIC",Kairi,Fredrinn,Fighter/Tank,Claude,Marksman,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,14:23,1,0,16,10007,15,Win,9,2,0,9,9
3/24/2024,Regular Season,2,"ONIC",Sanz,Faramis,Support/Mage,Barats,Tank/Fighter,Flicker,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,14:23,3,0,13,9268,14,Win,9,2,0,9,9
3/24/2024,Regular Season,2,"ONIC",Kiboy,Kaja,Support/Fighter,Karrie,Marksman,Flicker,Support,Inspire,Wilderness Blessing.,Quantum Charge,14:23,2,0,16,7648,13,Win,9,2,0,9,9
3/24/2024,Regular Season,2,"ONIC",CW,Beatrix,Marksman,Baxia,Tank,Flicker,Assassin,Rupture,Weapons Master,Quantum Charge,14:23,9,0,7,12471,15,Win,9,2,0,9,9
3/24/2024,Regular Season,2,Rebellion Esports,Karss,Cici,Fighter,Nolan,Assassin,Vengeance,Fighter,Agility,Festival of Blood,Brave Smite,14:23,0,4,1,7837,14,Lose,1,0,3,3,3
3/24/2024,Regular Season,2,Rebellion Esports,Vincentt,Akai,Tank,Joy,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,14:23,1,3,0,6409,13,Lose,1,0,3,3,3
3/24/2024,Regular Season,2,Rebellion Esports,SwayLow,Angela,Support,Mathilda,Support/Assassin,Flicker,Common,Inspire,Wilderness Blessing.,Brave Smite,14:23,0,5,1,5792,12,Lose,1,0,3,3,3
3/24/2024,Regular Season,2,Rebellion Esports,AudyTzy,Minotaur,Tank/Support,Arlott,Fighter/Assassin,Flicker,Tank,Firmness,Tenacity,Concussive Blast,14:23,0,3,1,5668,12,Lose,1,0,3,3,3
3/24/2024,Regular Season,2,Rebellion Esports,Deee,Harith,Mage,Brody,Marksman,Purify,Mage,Inspire,Tenacity,Impure Rage,14:23,0,3,0,8705,14,Lose,1,0,3,3,3
3/24/2024,Regular Season,3,"ONIC",Butsss,Arlott,Fighter/Assassin,Barats,Tank/Fighter,Flicker,Common,Rupture,Tenacity,Brave Smite,12:41,0,1,4,9870,13,Win,5,1,3,7,5
3/24/2024,Regular Season,3,"ONIC",Kairi,Guinevere,Fighter,Minotaur,Tank/Support,Retribution,Mage,Thrill,Seasoned Hunter,Impure Rage,12:41,3,1,7,8254,15,Win,5,1,3,7,5
3/24/2024,Regular Season,3,"ONIC",Sanz,Novaria,Mage,Angela,Support,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,12:41,2,1,8,7937,13,Win,5,1,3,7,5
3/24/2024,Regular Season,3,"ONIC",Kiboy,Mathilda,Support/Assassin,Karrie,Marksman,Flicker,Support,Agility,Wilderness Blessing.,Quantum Charge,12:41,2,1,9,6108,12,Win,5,1,3,7,5
3/24/2024,Regular Season,3,"ONIC",CW,Brody,Marksman,Baxia,Tank,Flicker,Assassin,Rupture,Master Assassin,Quantum Charge,12:41,4,2,4,8624,13,Win,5,1,3,7,5
3/24/2024,Regular Season,3,Rebellion Esports,Karss,Paquito,Fighter/Assassin,Nolan,Assassin,Sprint,Fighter,Rupture,Festival of Blood,Quantum Charge,12:41,1,1,1,8733,14,Lose,4,0,0,4,6
3/24/2024,Regular Season,3,Rebellion Esports,Vincentt,Martis,Fighter,Joy,Assassin,Retribution,Assassin,Thrill,Seasoned Hunter,Brave Smite,12:41,2,4,1,6638,13,Lose,4,0,0,4,6
3/24/2024,Regular Season,3,Rebellion Esports,SwayLow,Luo Yi,Mage,Fredrinn,Fighter/Tank,Flicker,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,12:41,1,3,5,6927,12,Lose,4,0,0,4,6
3/24/2024,Regular Season,3,Rebellion Esports,AudyTzy,Kaja,Support/Fighter,Fanny,Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Quantum Charge,12:41,0,3,6,5631,11,Lose,4,0,0,4,6
3/24/2024,Regular Season,3,Rebellion Esports,Deee,Claude,Marksman,Akai,Tank,Purify,Common,Agility,Tenacity,Brave Smite,12:41,2,0,2,8652,13,Lose,4,0,0,4,6
3/24/2024,Regular Season,1,RRQ Hoshi,Donn,Cici,Fighter,Grock,Tank/Fighter,Vengeance,Tank,Agility,Festival of Blood,Brave Smite,15:43,1,1,0,8119,14,Lose,2,0,3,7,5
3/24/2024,Regular Season,1,RRQ Hoshi,Irrad,Joy,Assassin,Tigreal,Tank,Retribution,Mage,Thrill,Seasoned Hunter,Lethal Ignition,15:43,1,5,1,10944,15,Lose,2,0,3,7,5
3/24/2024,Regular Season,1,RRQ Hoshi,Octa,Novaria,Mage,Mathilda,Support/Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,15:43,2,0,3,8801,14,Lose,2,0,3,7,5
3/24/2024,Regular Season,1,RRQ Hoshi,Brusko,Baxia,Tank,Arlott,Fighter/Assassin,Petrify,Tank,Firmness,Wilderness Blessing.,Concussive Blast,15:43,0,7,1,5987,12,Lose,2,0,3,7,5
3/24/2024,Regular Season,1,RRQ Hoshi,Skylar,Brody,Marksman,Ruby,Fighter/Tank,Flicker,Assassin,Thrill,Master Assassin,Quantum Charge,15:43,3,4,2,11168,15,Lose,2,0,3,7,5
3/24/2024,Regular Season,1,"Bigetron Alpha",Lord JM,Dyrroth,Fighter,Claude,Marksman,Flicker,Tank,Vitality,Tenacity,Concussive Blast,15:43,2,1,8,8353,14,Win,9,2,0,10,12
3/24/2024,Regular Season,1,"Bigetron Alpha",Kenn,Fanny,Assassin,Angela,Support,Retribution,Assassin,Thrill,Festival of Blood,Lethal Ignition,15:43,6,2,1,13096,15,Win,9,2,0,10,12
3/24/2024,Regular Season,1,"Bigetron Alpha",Morenoo,Vexana,Mage,Nolan,Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,15:43,3,1,10,10363,15,Win,9,2,0,10,12
3/24/2024,Regular Season,1,"Bigetron Alpha",Kyy,Minotaur,Tank/Support,Bruno,Marksman,Flicker,Tank,Agility,Tenacity,Concussive Blast,15:43,1,2,13,8398,14,Win,9,2,0,10,12
3/24/2024,Regular Season,1,"Bigetron Alpha",EMANN,Karrie,Marksman,Natan,Marksman,Flicker,Fighter,Vitality,Festival of Blood,Brave Smite,15:43,5,1,6,11906,15,Win,9,2,0,10,12
3/24/2024,Regular Season,2,RRQ Hoshi,Donn,Arlott,Fighter/Assassin,Diggie,Support,Flicker,Common,Thrill,Wilderness Blessing.,Brave Smite,bra,3,2,7,9873,15,Win,8,2,2,11,12
3/24/2024,Regular Season,2,RRQ Hoshi,Irrad,Barats,Tank/Fighter,Minotaur,Tank/Support,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,21:29,2,1,11,12957,15,Win,8,2,2,11,12
3/24/2024,Regular Season,2,RRQ Hoshi,Octa,Gord,Mage,Karrie,Marksman,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,21:29,2,4,12,10991,15,Win,8,2,2,11,12
3/24/2024,Regular Season,2,RRQ Hoshi,Brusko,Mathilda,Support/Assassin,Ruby,Fighter/Tank,Purify,Support,Inspire,Wilderness Blessing.,Quantum Charge,21:29,1,0,15,9876,15,Win,8,2,2,11,12
3/24/2024,Regular Season,2,RRQ Hoshi,Skylar,Clint,Marksman,Novaria,Mage,Flicker,Assassin,Rupture,Weapons Master,Quantum Charge,21:29,8,0,5,15003,15,Win,8,2,2,11,12
3/24/2024,Regular Season,2,"Bigetron Alpha",Lord JM,Terizla,Fighter,Claude,Marksman,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,21:29,3,4,4,10467,15,Lose,3,1,1,9,10
3/24/2024,Regular Season,2,"Bigetron Alpha",Kenn,Fredrinn,Fighter/Tank,Angela,Support,Retribution,Tank,Vitality,Seasoned Hunter,Impure Rage,21:29,1,3,4,10473,15,Lose,3,1,1,9,10
3/24/2024,Regular Season,2,"Bigetron Alpha",Morenoo,Vexana,Mage,Nolan,Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,21:29,1,1,4,10588,15,Lose,3,1,1,9,10
3/24/2024,Regular Season,2,"Bigetron Alpha",Kyy,Tigreal,Tank,Natan,Marksman,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,21:29,1,5,4,8197,15,Lose,3,1,1,9,10
3/24/2024,Regular Season,2,"Bigetron Alpha",EMANN,Bruno,Marksman,Nana,Mage,Flicker,Assassin,Fatal,Weapons Master,Quantum Charge,21:29,1,3,2,15816,15,Lose,3,1,1,9,10
3/24/2024,Regular Season,3,"Bigetron Alpha",Lord JM,Ruby,Fighter/Tank,Claude,Marksman,Flicker,Fighter,Inspire,Festival of Blood,Brave Smite,13:13,2,1,10,8565,14,Win,8,1,2,6,7
3/24/2024,Regular Season,3,"Bigetron Alpha",Kenn,Baxia,Tank,Vexana,Mage,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,13:13,2,1,9,7816,14,Win,8,1,2,6,7
3/24/2024,Regular Season,3,"Bigetron Alpha",Morenoo,Valentina,Mage,Natan,Marksman,Flicker,Mage,Agility,Wilderness Blessing.,Impure Rage,13:13,7,1,4,8792,14,Win,8,1,2,6,7
3/24/2024,Regular Season,3,"Bigetron Alpha",Kyy,Angela,Support,X.Borg,Fighter,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,13:13,1,2,11,7971,13,Win,8,1,2,6,7
3/24/2024,Regular Season,3,"Bigetron Alpha",EMANN,Ixia,Marksman,Arlott,Fighter/Assassin,Flicker,Assassin,Thrill,Tenacity,Quantum Charge,13:13,7,2,7,11816,15,Win,8,1,2,6,7
3/24/2024,Regular Season,3,RRQ Hoshi,Donn,Thamuz,Fighter,Cici,Fighter,Vengeance,Tank,Thrill,Festival of Blood,Brave Smite,13:13,1,4,2,7122,13,Lose,3,0,1,5,4
3/24/2024,Regular Season,3,RRQ Hoshi,Irrad,Fredrinn,Fighter/Tank,Brody,Marksman,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,13:13,2,3,3,7736,14,Lose,3,0,1,5,4
3/24/2024,Regular Season,3,RRQ Hoshi,Octa,Rafaela,Support,Novaria,Mage,Flicker,Mage,Rupture,Bargain Hunter,Lethal Ignition,13:13,1,5,3,6371,12,Lose,3,0,1,5,4
3/24/2024,Regular Season,3,RRQ Hoshi,Brusko,Mathilda,Support/Assassin,Joy,Assassin,Flicker,Support,Inspire,Wilderness Blessing.,Quantum Charge,13:13,0,5,3,5411,11,Lose,3,0,1,5,4
3/24/2024,Regular Season,3,RRQ Hoshi,Skylar,Karrie,Marksman,Nolan,Assassin,Flicker,Fighter,Firmness,Festival of Blood,Brave Smite,13:13,3,2,2,9615,13,Lose,3,0,1,5,4
3/24/2024,Regular Season,1,"Dewa United Esports",Kimura,Lapu-Lapu,Fighter,Novaria,Mage,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,16:19,3,0,11,9673,15,Win,6,2,1,7,7
3/24/2024,Regular Season,1,"Dewa United Esports",Garry,Fredrinn,Fighter/Tank,Claude,Marksman,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,16:19,2,1,11,9293,15,Win,6,2,1,7,7
3/24/2024,Regular Season,1,"Dewa United Esports",Keyz,Valentina,Mage,Joy,Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Quantum Charge,16:19,4,0,10,9156,15,Win,6,2,1,7,7
3/24/2024,Regular Season,1,"Dewa United Esports",Drian,Minotaur,Tank/Support,Cici,Fighter,Flicker,Tank,Firmness,Tenacity,Concussive Blast,16:19,2,4,10,7701,14,Win,6,2,1,7,7
3/24/2024,Regular Season,1,"Dewa United Esports",Watt,Natan,Marksman,Bruno,Marksman,Purify,Mage,Thrill,Tenacity,Weakness Finder,16:19,5,1,2,13797,15,Win,6,2,1,7,7
3/24/2024,Regular Season,1,Geek Fam ID,Luke,Arlott,Fighter/Assassin,Mathilda,Support/Assassin,Flicker,Common,Thrill,Tenacity,Brave Smite,16:19,1,5,3,7357,13,Lose,4,0,2,7,6
3/24/2024,Regular Season,1,Geek Fam ID,Hazle,Barats,Tank/Fighter,Angela,Support,Retribution,Tank,Swift,Seasoned Hunter,Concussive Blast,16:19,1,4,3,8132,15,Lose,4,0,2,7,6
3/24/2024,Regular Season,1,Geek Fam ID,Aboy,Vexana,Mage,Nolan,Assassin,Flicker,Mage,Agility,Wilderness Blessing.,Impure Rage,16:19,1,2,3,8519,14,Lose,4,0,2,7,6
3/24/2024,Regular Season,1,Geek Fam ID,Baloyskie,Grock,Tank/Fighter,X.Borg,Fighter,Flicker,Common,Agility,Wilderness Blessing.,Brave Smite,16:19,0,5,1,6169,13,Lose,4,0,2,7,6
3/24/2024,Regular Season,1,Geek Fam ID,Caderaa,Brody,Marksman,Karrie,Marksman,Flicker,Assassin,Rupture,Seasoned Hunter,Quantum Charge,16:19,3,0,2,11612,15,Lose,4,0,2,7,6
3/24/2024,Regular Season,2,Geek Fam ID,Luke,X.Borg,Fighter,Angela,Support,Flicker,Tank,Vitality,Festival of Blood,Impure Rage,17:18,4,1,7,12072,15,Win,9,3,3,11,11
3/24/2024,Regular Season,2,Geek Fam ID,Hazle,Fredrinn,Fighter/Tank,Arlott,Fighter/Assassin,Retribution,Tank,Inspire,Seasoned Hunter,Concussive Blast,17:18,2,0,12,11221,15,Win,9,3,3,11,11
3/24/2024,Regular Season,2,Geek Fam ID,Aboy,Vexana,Mage,Minotaur,Tank/Support,Flicker,Mage,Agility,Wilderness Blessing.,Impure Rage,17:18,3,1,11,10565,15,Win,9,3,3,11,11
3/24/2024,Regular Season,2,Geek Fam ID,Baloyskie,Tigreal,Tank,Barats,Tank/Fighter,Flicker,Tank,Firmness,Pull Yourself Together,Concussive Blast,17:18,2,1,11,9444,15,Win,9,3,3,11,11
3/24/2024,Regular Season,2,Geek Fam ID,Caderaa,Claude,Marksman,Kaja,Support/Fighter,Purify,Common,Agility,Tenacity,Quantum Charge,17:18,5,1,7,13461,15,Win,9,3,3,11,11
3/24/2024,Regular Season,2,"Dewa United Esports",Kimura,Benedetta,Assassin/Fighter,Mathilda,Support/Assassin,Petrify,Fighter,Rupture,Festival of Blood,Lethal Ignition,17:18,2,5,1,7703,14,Lose,2,0,0,4,4
3/24/2024,Regular Season,2,"Dewa United Esports",Garry,Baxia,Tank,Nolan,Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,17:18,1,4,2,7420,15,Lose,2,0,0,4,4
3/24/2024,Regular Season,2,"Dewa United Esports",Keyz,Novaria,Mage,Joy,Assassin,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,17:18,0,0,4,9076,15,Lose,2,0,0,4,4
3/24/2024,Regular Season,2,"Dewa United Esports",Drian,Ruby,Fighter/Tank,Grock,Tank/Fighter,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,17:18,0,4,2,6779,14,Lose,2,0,0,4,4
3/24/2024,Regular Season,2,"Dewa United Esports",Watt,Karrie,Marksman,Terizla,Fighter,Purify,Fighter,Swift,Festival of Blood,Brave Smite,17:18,1,3,1,11456,15,Lose,2,0,0,4,4
3/24/2024,Regular Season,3,"Dewa United Esports",Kimura,X.Borg,Fighter,Novaria,Mage,Flicker,Tank,Vitality,Festival of Blood,Brave Smite,13:52,2,3,0,7545,13,Lose,0,0,1,7,5
3/24/2024,Regular Season,3,"Dewa United Esports",Garry,Nolan,Assassin,Claude,Marksman,Retribution,Assassin,Thrill,Seasoned Hunter,Lethal Ignition,13:52,0,1,0,9358,15,Lose,0,0,1,7,5
3/24/2024,Regular Season,3,"Dewa United Esports",Keyz,Faramis,Support/Mage,Joy,Assassin,Flicker,Mage,Agility,Wilderness Blessing.,Lethal Ignition,13:52,0,0,1,5966,12,Lose,0,0,1,7,5
3/24/2024,Regular Season,3,"Dewa United Esports",Drian,Grock,Tank/Fighter,Brody,Marksman,Flicker,Common,Agility,Wilderness Blessing.,Quantum Charge,13:52,0,2,1,5191,12,Lose,0,0,1,7,5
3/24/2024,Regular Season,3,"Dewa United Esports",Watt,Ixia,Marksman,Paquito,Fighter/Assassin,Flicker,Assassin,Thrill,Tenacity,Quantum Charge,13:52,0,1,0,7934,13,Lose,0,0,1,7,5
3/24/2024,Regular Season,3,Geek Fam ID,Luke,Lapu-Lapu,Fighter,Angela,Support,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,13:52,0,0,2,8780,14,Win,9,2,2,5,9
3/24/2024,Regular Season,3,Geek Fam ID,Hazle,Fredrinn,Fighter/Tank,Arlott,Fighter/Assassin,Retribution,Tank,Inspire,Seasoned Hunter,Concussive Blast,13:52,4,1,1,8774,15,Win,9,2,2,5,9
3/24/2024,Regular Season,3,Geek Fam ID,Aboy,Vexana,Mage,Mathilda,Support/Assassin,Flicker,Mage,Agility,Wilderness Blessing.,Impure Rage,13:52,2,0,2,9035,14,Win,9,2,2,5,9
3/24/2024,Regular Season,3,Geek Fam ID,Baloyskie,Minotaur,Tank/Support,Lylia,Mage,Flicker,Tank,Firmness,Pull Yourself Together,Concussive Blast,13:52,0,1,5,7012,13,Win,9,2,2,5,9
3/24/2024,Regular Season,3,Geek Fam ID,Caderaa,Bruno,Marksman,Natan,Marksman,Purify,Assassin,Fatal,Master Assassin,Quantum Charge,13:52,1,0,5,11261,15,Win,9,2,2,5,9
3/24/2024,Regular Season,1,"Dewa United Esports",Dyx0n,Terizla,Fighter,Cici,Fighter,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,14:08,0,1,3,7481,13,Win,7,2,2,8,6
3/24/2024,Regular Season,1,"Dewa United Esports",Lanaya,Dyrroth,Fighter,Fanny,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Impure Rage,14:08,0,2,7,7772,15,Win,7,2,2,8,6
3/24/2024,Regular Season,1,"Dewa United Esports",Keyz,Vexana,Mage,Arlott,Fighter/Assassin,Flicker,Mage,Agility,Wilderness Blessing.,Impure Rage,14:08,1,1,6,7992,13,Win,7,2,2,8,6
3/24/2024,Regular Season,1,"Dewa United Esports",Drian,Minotaur,Tank/Support,Nolan,Assassin,Flicker,Tank,Firmness,Tenacity,Concussive Blast,14:08,3,0,5,7230,13,Win,7,2,2,8,6
3/24/2024,Regular Season,1,"Dewa United Esports",Watt,Natalia,Assassin,Angela,Support,Purify,Mage,Thrill,Weapons Master,Weakness Finder,14:08,4,0,0,11145,15,Win,7,2,2,8,6
3/24/2024,Regular Season,1,"ONIC", Lutpiii,Yu Zhong,Fighter,Yu Zhong,Fighter,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,14:08,3,2,1,7910,13,Lose,2,0,1,5,6
3/24/2024,Regular Season,1,"ONIC",Kairi,Barats,Tank/Fighter,Mathilda,Support/Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,14:08,0,4,3,7156,14,Lose,2,0,1,5,6
3/24/2024,Regular Season,1,"ONIC",Sanz,Nana,Mage,Johnson,Tank/Support,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,14:08,1,1,1,6861,13,Lose,2,0,1,5,6
3/24/2024,Regular Season,1,"ONIC",Kiboy,Grock,Tank/Fighter,Baxia,Tank,Flicker,Tank,Vitality,Wilderness Blessing.,Concussive Blast,14:08,0,1,3,5495,12,Lose,2,0,1,5,6
3/24/2024,Regular Season,1,"ONIC",Alberttt,Karrie,Marksman,X.Borg,Fighter,Flicker,Common,Swift,Master Assassin,Brave Smite,14:08,0,0,0,8924,14,Lose,2,0,1,5,6
3/24/2024,Regular Season,2,"ONIC", Lutpiii,Benedetta,Assassin/Fighter,Minotaur,Tank/Support,Petrify,Fighter,Thrill,Festival of Blood,Lethal Ignition,16:03,5,2,7,9968,15,Win,9,2,3,9,10
3/24/2024,Regular Season,2,"ONIC",Kairi,Baxia,Tank,Angela,Support,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,16:03,2,2,14,10619,15,Win,9,2,3,9,10
3/24/2024,Regular Season,2,"ONIC",Sanz,Gord,Mage,Mathilda,Support/Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,16:03,4,2,15,11093,15,Win,9,2,3,9,10
3/24/2024,Regular Season,2,"ONIC",Kiboy,Arlott,Fighter/Assassin,Grock,Tank/Fighter,Flicker,Common,Thrill,Wilderness Blessing.,Quantum Charge,16:03,6,1,13,9564,15,Win,9,2,3,9,10
3/24/2024,Regular Season,2,"ONIC",Alberttt,Claude,Marksman,Nana,Mage,Sprint,Common,Swift,Master Assassin,Quantum Charge,16:03,7,1,10,14950,15,Win,9,2,3,9,10
3/24/2024,Regular Season,2,"Dewa United Esports",Dyx0n,Terizla,Fighter,Lylia,Mage,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,16:03,0,4,3,8085,14,Lose,2,0,0,5,6
3/24/2024,Regular Season,2,"Dewa United Esports",Lanaya,Barats,Tank/Fighter,Faramis,Support/Mage,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,16:03,1,6,2,8587,15,Lose,2,0,0,5,6
3/24/2024,Regular Season,2,"Dewa United Esports",Keyz,Valentina,Mage,Fredrinn,Fighter/Tank,Flicker,Mage,Agility,Wilderness Blessing.,Quantum Charge,16:03,1,3,3,8746,14,Lose,2,0,0,5,6
